imdb_id,title,rating,directors,writers,actors,budget,gross,financial score,score
tt0374536,Bewitched,4.7,['Nora Ephron'],"['Nora Ephron', 'Delia Ephron', 'and 1 more credit']","['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine', 'Michael Caine', 'Jason Schwartzman', 'Kristin Chenoweth', 'Heather Burns', 'Jim Turner', 'Stephen Colbert', 'David Alan Grier', 'Michael Badalucco', 'Carole Shelley', 'Steve Carell', 'Katie Finneran', 'James Lipton']","$85,000,000 ","$62,252,415 ",5.41 ,5.05 
tt0109456,Color of Night,4.9,['Richard Rush'],"['Billy Ray', 'Matthew Chapman', 'and 1 more credit']","['Bruce Willis', 'Jane March', 'Rubn Blades', 'Lesley Ann Warren', 'Scott Bakula', 'Brad Dourif', 'Lance Henriksen', ""Kevin J. O'Connor"", 'Andrew Lowery', 'Eriq La Salle', 'Jeff Corey', 'Kathleen Wilhoite', 'Shirley Knight', 'John Bower', 'Avi Korein']","$40,000,000 ","$19,726,050 ",5.21 ,5.06 
tt0402901,The Cave,4.9,['Bruce Hunt'],"['Michael Steinberg', 'Tegan West']","['Cole Hauser', 'Eddie Cibrian', 'Morris Chestnut', 'Lena Headey', 'Piper Perabo', 'Rick Ravanello', 'Daniel Dae Kim', 'Kieran Darcy-Smith', 'Marcel Iures', 'Vlad Radescu', 'Simon Kunz', 'David Kennedy', 'Alin Panc', 'Zoltan Butuc', 'Brian Steele']","$30,000,000 ","$14,888,028 ",5.22 ,5.06 
tt0099611,Frankenhooker,5.8,['Frank Henenlotter'],"['Frank Henenlotter', 'Robert Martin']","['James Lorinz', 'Joanne Ritchie', 'Patty Mullen', 'J.J. Clark', 'Carissa Channing', 'Shirl Bernheim', 'Judy Grafe', 'Helmar Augustus Cooper', 'Louise Lasser', 'John Zacherle', 'Charlotte J. Helmkamp', 'Kimberly Taylor', 'Shirley Stoler', 'Joseph Gonzalez', 'Ari M. Roussimoff']","$2,500,000 ","$205,068 ",4.32 ,5.06 
tt0283632,They,4.7,['Robert Harmon'],['Brendan Hood'],"['Laura Regan', 'Marc Blucas', 'Ethan Embry', 'Dagmara Dominczyk', 'Jon Abrahams', 'Alexander Gould', 'Desiree Zurowski', 'Mark Hildreth', 'Jonathan Cherry', 'Peter LaCroix', 'Jessica Amlee', 'Jay Brazeau', 'L. Harvey Gold', 'David Abbott', 'Jodelle Ferland']","$17,000,000 ","$12,693,621 ",5.42 ,5.06 
tt0116823,Larger Than Life,5.2,['Howard Franklin'],"['Roy Blount Jr.', 'Pen Densham', 'and 1 more credit']","['Jerry Adler', 'Bill Murray', 'Richard Alan Baker', 'Richie Allan', 'Kimberly Thornton', 'Anita Gillette', 'Maureen Mueller', 'Jeremy Piven', 'Alex Neiwerth', 'Alfa-Betty Olsen', 'Carrie Houk', 'Harve Presnell', 'Tai', 'Earl Billings', 'Jeannine Hutchings']","$30,000,000 ","$8,289,972 ",4.92 ,5.06 
tt0251447,Der Tunnel,7.8,['Roland Suso Richter'],['Johannes W. Betz'],"['Heino Ferch', 'Nicolette Krebitz', 'Sebastian Koch', 'Alexandra Maria Lara', 'Claudia Michelsen', 'Felix Eitner', 'Mehmet Kurtulus', 'Heinrich Schmieder', 'Uwe Kockisch', 'Karin Baal', 'Dorothea Moritz', 'Wolf-Dietrich Sprenger', 'Florian Panzner', 'Sarah Kubel', 'Ruth Glss']","$7,100,000 ","$10,890 ",2.33 ,5.06 
tt0217756,Ready to Rumble,4.9,['Brian Robbins'],['Steven Brill'],"['David Arquette', 'Oliver Platt', 'Scott Caan', 'Bill Goldberg', 'Rose McGowan', 'Dallas Page', 'Richard Lineback', 'Chris Owen', 'Steve Borden', 'Joe Pantoliano', 'Martin Landau', 'Caroline Rhea', 'Tait Smith', 'Ellen Albertini Dow', 'Kathleen Freeman']","$24,000,000 ","$12,372,410 ",5.23 ,5.07 
tt0422401,Hatchet,5.7,['Adam Green'],['Adam Green'],"['Joel David Moore', 'Tamara Feldman', 'Deon Richmond', 'Kane Hodder', 'Mercedes McNab', 'Parry Shen', 'Joel Murray', 'Joleigh Fioravanti', 'Richard Riehle', 'Patrika Darbo', 'Robert Englund', 'Joshua Leonard', 'Tony Todd', 'John Carl Buechler', 'Rileah Vanderbilt']","$1,500,000 ","$155,873 ",4.43 ,5.07 
tt0419946,The Marine,4.6,['John Bonito'],"['Michelle Gallagher', 'Michelle Gallagher', 'and 1 more credit']","['John Cena', 'Robert Patrick', 'Kelly Carlson', 'Anthony Ray Parker', 'Abigail Bianca', 'Jerome Ehlers', 'Manu Bennett', 'Damon Gibson', 'Drew Powell', 'Frank Carlopio', 'Firass Dirani', 'Remi Broadway', 'Steve Harman', 'Damien Bryson', 'Robert Coleby']","$20,000,000 ","$18,843,314 ",5.54 ,5.07 
tt1817676,Girl in Progress,4.9,['Patricia Riggen'],['Hiram Martinez'],"['Eva Mendes', 'Matthew Modine', 'Cierra Ramirez', 'Patricia Arquette', 'Eugenio Derbez', 'Raini Rodriguez', 'Russell Peters', 'Landon Liboiron', ""Brenna O'Brien"", 'Ana Maria Estrada', 'Kendall Cross', 'Dana Woods', 'Robin Douglas', 'Jocelyne Loewen', 'Blu Mankuma']","$5,000,000 ","$2,594,878 ",5.24 ,5.07 
tt1100119,Shorts,4.9,['Robert Rodriguez'],"['Robert Rodriguez', 'lvaro Rodrguez']","['Jimmy Bennett', 'Jake Short', 'Kat Dennings', 'Trevor Gagnon', 'Devon Gearhart', 'Jolie Vanier', 'Rebel Rodriguez', 'Leo Howard', 'Leslie Mann', 'Jon Cryer', 'William H. Macy', 'James Spader', 'Angela Lanza', 'Alejandro Rose-Garcia', 'Cambell Westmoreland']","$40,000,000 ","$20,916,309 ",5.24 ,5.07 
tt0111187,Silent Fall,5.7,['Bruce Beresford'],['Akiva Goldsman'],"['Richard Dreyfuss', 'Linda Hamilton', 'John Lithgow', 'J.T. Walsh', 'Ben Faulkner', 'Liv Tyler', 'Zahn McClarnon', 'Brandon Stouffer', 'Treva Moniik King', 'John McGee Jr.', 'Ron Tucker', 'Catherine Shaffner', 'Heather M. Bomba', 'Marianne E. Bomba', 'Jane Beard']","$30,000,000 ","$3,180,674 ",4.44 ,5.07 
tt0116707,Joe's Apartment,5.1,['John Payson'],"['John Payson', 'John Payson']","[""Jerry O'Connell"", 'Megan Ward', 'Billy West', 'Reginald Hudlin', 'Jim Turner', ""Sandra 'Pepa' Denton"", 'Robert Vaughn', 'Don Ho', 'Jim Sterling', 'Shiek Mahmud-Bey', 'David Huddleston', 'Frank Bello', 'Lord Kayson', 'Alejandro Molina', 'Wayman Ezell']","$13,000,000 ","$4,611,624 ",5.05 ,5.07 
tt0240900,Slackers,5,['Dewey Nicks'],['David H. Steinberg'],"['Devon Sawa', 'Jason Segel', 'Michael C. Maronna', 'Jason Schwartzman', 'Jaime King', 'Laura Prepon', 'Travis Davis', 'Jim Rash', 'Nat Faxon', 'Don Michaelson', 'Retta', 'Marilyn Staley', 'Jason Garner', 'Gedde Watanabe', 'Heidi Kramer']","$11,000,000 ","$4,814,244 ",5.15 ,5.08 
tt0118615,Anaconda,4.4,['Luis Llosa'],"['Hans Bauer', 'Jim Cash', 'and 1 more credit']","['Jennifer Lopez', 'Ice Cube', 'Jon Voight', 'Eric Stoltz', 'Jonathan Hyde', 'Owen Wilson', 'Kari Wuhrer', 'Vincent Castellanos', 'Danny Trejo', 'Frank Welker']","$45,000,000 ","$65,557,989 ",5.75 ,5.08 
tt0288045,The Medallion,4.9,['Gordon Chan'],"['Alfred Cheung', 'Bennett Davlin']","['Jackie Chan', 'Lee Evans', 'Claire Forlani', 'Julian Sands', 'John Rhys-Davies', 'Anthony Wong Chau-Sang', 'Christy Chung', 'Johann Myers', 'Alex Bao', 'Siu-Ming Lau', 'Diana C. Weng', 'Chow Pok Fu', 'Tat-kwong Chan', 'Wai Cheung Mak', 'Anthony Carpio']","$41,000,000 ","$22,108,977 ",5.26 ,5.08 
tt0454082,Black Christmas,4.3,['Glen Morgan'],"['Glen Morgan', 'Roy Moore']","['Katie Cassidy', 'Michelle Trachtenberg', 'Mary Elizabeth Winstead', 'Lacey Chabert', 'Kristen Cloke', 'Andrea Martin', 'Crystal Lowe', 'Oliver Hudson', 'Karin Konoval', 'Dean Friss', 'Robert Mann', 'Jessica Harmon', 'Leela Savasta', 'Kathleen Kole', 'Cainan Wiebe']","$9,000,000 ","$16,235,293 ",5.86 ,5.08 
tt0171356,Gun Shy,5.5,['Eric Blakeney'],['Eric Blakeney'],"['Liam Neeson', 'Oliver Platt', 'Jos Ziga', 'Michael DeLorenzo', 'Andrew Lauer', 'Richard Schiff', 'Paul Ben-Victor', 'Gregg Daniel', 'Ben Weber', 'Sandra Bullock', 'Mary McCormack', 'Michael Mantell', 'Mitch Pileggi', 'Louis Giambalvo', 'Rick Peters']","$10,000,000 ","$1,631,839 ",4.66 ,5.08 
tt0099018,Almost an Angel,5.1,['John Cornell'],['Paul Hogan'],"['Paul Hogan', 'Elias Koteas', 'Linda Kozlowski', 'Doreen Lang', 'Douglas Seale', 'Ruth Warshawsky', 'Parley Baer', 'Michael Alldredge', 'David Alan Grier', 'Larry Miller', 'Travis Venable', 'Robert Sutton', 'Ben Slack', 'Troy Curvey Jr.', 'Eddie Frias']","$25,000,000 ","$9,100,618 ",5.06 ,5.08 
tt0116421,The Glimmer Man,5,['John Gray'],['Kevin Brodbin'],"['Steven Seagal', 'Keenen Ivory Wayans', 'Bob Gunton', 'Brian Cox', 'John M. Jackson', 'Michelle Johnson', 'Stephen Tobolowsky', 'Peter Jason', 'Ryan Cutrona', 'Richard Gant', 'Johnny Strong', 'Robert Mailhouse', 'Jesse Stock', 'Alexa Vega', 'Nikki Cox']","$45,000,000 ","$20,400,913 ",5.17 ,5.08 
tt0816462,Conan the Barbarian,5.2,['Marcus Nispel'],"['Thomas Dean Donnelly', 'Joshua Oppenheimer']","['Jason Momoa', 'Stephen Lang', 'Rachel Nichols', 'Ron Perlman', 'Rose McGowan', 'Bob Sapp', 'Leo Howard', ""Steven O'Donnell"", 'Nonso Anozie', 'Raad Rawi', 'Laila Rouass', 'Sad Taghmaoui', 'Milton Welsh', 'Borislav Iliev', 'Nathan Jones']","$70,000,000 ","$21,270,904 ",4.97 ,5.09 
tt0092115,Troll,3.9,['John Carl Buechler'],"['Ed Naha', 'and 1 more credit']","['Noah Hathaway', 'Michael Moriarty', 'Shelley Hack', 'Jenny Beck', 'Sonny Bono', 'Phil Fondacaro', 'Brad Hall', 'Anne Lockhart', 'Julia Louis-Dreyfus', 'Gary Sandy', 'June Lockhart', 'Robert Hathaway', 'James Beck', 'Dale Wyatt', 'Barbara Sciorilli']","$1,100,000 ","$4,542,346 ",6.27 ,5.09 
tt1341188,How Do You Know,5.3,['James L. Brooks'],['James L. Brooks'],"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson', 'Jack Nicholson', 'Kathryn Hahn', 'Mark Linn-Baker', 'Lenny Venito', 'Molly Price', 'Ron McLarty', 'Shelley Conn', 'Domenick Lombardozzi', 'John Tormey', 'Teyonah Parris', 'Tony Shalhoub', 'Dean Norris']","$120,000,000 ","$30,212,620 ",4.88 ,5.09 
tt0305357,Charlie's Angels: Full Throttle,4.7,['McG'],"['Ivan Goff', 'Ben Roberts']","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bernie Mac', 'Crispin Glover', 'Justin Theroux', 'Robert Patrick', 'Demi Moore', 'Rodrigo Santoro', 'Shia LaBeouf', 'Matt LeBlanc', 'Luke Wilson', 'John Cleese', ""Ja'net DuBois"", 'Cheung-Yan Yuen']","$120,000,000 ","$100,685,880 ",5.48 ,5.09 
tt0304328,Levity,6.4,['Ed Solomon'],['Ed Solomon'],"['Billy Bob Thornton', 'Morgan Freeman', 'Holly Hunter', 'Kirsten Dunst', 'Manuel Aranguiz', 'Geoffrey Wigdor', 'Luke Robertson', 'Dorian Harewood', 'Catherine Colvey', 'Billoah Greene', 'Sadiki Burke', 'Abede Burke', 'Diego Abella', 'Brent Rogers', 'Cordell Clyde']","$7,500,000 ","$209,151 ",3.78 ,5.09 
tt0089153,Flesh+Blood,6.7,['Paul Verhoeven'],"['Paul Verhoeven', 'Gerard Soeteman', 'and 1 more credit']","['Rutger Hauer', 'Jennifer Jason Leigh', 'Tom Burlinson', 'Jack Thompson', 'Fernando Hilbeck', 'Susan Tyrrell', 'Ronald Lacey', 'Brion James', 'John Dennis Johnston', 'Simn Andreu', 'Bruno Kirby', 'Kitty Courbois', 'Marina Saura', 'Hans Veerman', 'Jake Wood']","$6,500,000 ","$100,000 ",3.48 ,5.09 
tt0379976,Savage Grace,5.8,['Tom Kalin'],"['Howard A. Rodman', 'Natalie Robins', 'and 1 more credit']","['Julianne Moore', 'Stephen Dillane', 'Anne Reid', 'Martin Huber', 'Minnie Marx', 'Jim Arnold', 'Mapi Galn', 'Barney Clark', 'Abel Folk', 'Beln Rueda', 'Simn Andreu', 'Eddie Redmayne', 'Elena Anaya', 'Unax Ugalde', 'Melina Matthews']","$4,600,000 ","$434,417 ",4.39 ,5.09 
tt1226232,The Greatest,6.6,['Shana Feste'],['Shana Feste'],"['Carey Mulligan', 'Aaron Taylor-Johnson', 'Pierce Brosnan', 'Susan Sarandon', 'Johnny Simmons', 'Kevin Hagan', 'Amy Morton', ""Deirdre O'Connell"", 'Miles Robbins', 'Cara Seymour', 'Ramsey Faragallah', 'Jennifer Ehle', 'Colby Minifie', 'Maryann Urbano', 'Zo Kravitz']","$6,000,000 ","$115,862 ",3.59 ,5.10 
tt0119509,Leave It to Beaver,4.8,['Andy Cadiff'],"['Bob Mosher', 'Joe Connelly']","['Christopher McDonald', 'Janine Turner', 'Cameron Finley', 'Erik von Detten', 'Adam Zolotin', 'Alan Rachins', 'Grace Phillips', 'Geoff Pierson', 'Barbara Billingsley', 'Ken Osmond', 'Frank Bank', 'Erika Christensen', 'E.J. De La Pena', 'Justin Restivo', 'Louis Martin Braga III']","$15,000,000 ","$10,713,605 ",5.40 ,5.10 
tt0361467,Confessions of a Teenage Drama Queen,4.3,['Sara Sugarman'],"['Dyan Sheldon', 'Gail Parent']","['Lindsay Lohan', 'Adam Garcia', 'Glenne Headly', 'Alison Pill', 'Eli Marienthal', 'Carol Kane', 'Megan Fox', 'Sheila McCarthy', 'Tom McCamus', 'Richard Fitzpatrick', 'Sheila Sealy-Smith', 'Ashley Leggat', 'Barbara Mamabolo', 'Maggie Oskam', 'Rachael Oskam']","$15,000,000 ","$29,331,068 ",5.90 ,5.10 
tt1303828,Defendor,6.9,['Peter Stebbings'],['Peter Stebbings'],"['Woody Harrelson', 'Elias Koteas', 'Michael Kelly', 'Sandra Oh', 'Kat Dennings', 'Clark Johnson', 'Lisa Ray', 'Alan C. Peterson', 'Kristin Booth', 'Charlotte Sullivan', 'Tony Nappo', 'Ron White', 'David Gardner', 'Bryan Renfro', 'Max Dreesen']","$3,500,000 ","$37,606 ",3.30 ,5.10 
tt0903627,Julia,6.9,['Erick Zonca'],"['Roger Bohbot', 'Erick Zonca']","['Tilda Swinton', 'Saul Rubinek', 'Kate del Castillo', 'Aidan Gould', 'Jude Ciccolella', 'Bruno Bichir', 'Horacio Garcia Rojas', 'Mauricio Moreno', 'Gaston Peterson', 'Kevin Kilner', 'John Bellucci', 'Ezra Buzzington', 'Roger Cudney', 'Eugene Byrd', 'Sandro Kopp']","$6,000,000 ","$64,482 ",3.30 ,5.10 
tt1231580,Alvin and the Chipmunks: The Squeakquel,4.1,['Betty Thomas'],"['Jon Vitti', 'Jonathan Aibel']","['Zachary Levi', 'David Cross', 'Jason Lee', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Amy Poehler', 'Anna Faris', 'Christina Applegate', 'Wendie Malick', 'Anjelah N. Johnson', 'Kathryn Joosten', 'Kevin G. Schmidt', 'Chris Warren Jr.', 'Bridgit Mendler']","$75,000,000 ","$219,613,391 ",6.10 ,5.10 
tt0115495,Albino Alligator,6,['Kevin Spacey'],['Christian Forte'],"['Matt Dillon', 'Faye Dunaway', 'Gary Sinise', 'William Fichtner', 'Viggo Mortensen', 'John Spencer', 'Skeet Ulrich', 'Frankie Faison', 'Melinda McGraw', 'M. Emmet Walsh', 'Joe Mantegna', 'Doug Spinuzza', 'Spencer Garrett', 'Enrico Colantoni', 'Tulsy Ball']","$5,000,000 ","$326,308 ",4.20 ,5.10 
tt1712170,Alex Cross,4.8,['Rob Cohen'],"['Marc Moss', 'Kerry Williamson', 'and 1 more credit']","['Rachel Nichols', 'Giancarlo Esposito', 'Matthew Fox', 'Tyler Perry', 'Jean Reno', 'Edward Burns', 'John C. McGinley', 'Carmen Ejogo', 'Cicely Tyson', 'Chad Lindberg', 'Christopher Stadulis', 'Yara Shahidi', 'Werner Daehn', 'Jessalyn Wanlim', 'Bonnie Bentley']","$35,600,000 ","$25,739,757 ",5.40 ,5.10 
tt0094783,The Boost,5.8,['Harold Becker'],"['Ben Stein', 'Darryl Ponicsan']","['James Woods', 'Sean Young', 'John Kapelos', 'Steven Hill', 'Kelle Kerr', 'John Rothman', 'Amanda Blake', 'Grace Zabriskie', 'Marc Poppel', 'Fred McCarren', 'Suzanne Kent', 'Libby Boone', 'Greg Deason', 'David Preston', 'June Chandler']","$8,000,000 ","$784,990 ",4.41 ,5.10 
tt0430576,The Secret Life of Words,7.4,['Isabel Coixet'],['Isabel Coixet'],"['Sarah Polley', 'Tim Robbins', 'Sverre Anker Ousdal', 'Javier Cmara', 'Danny Cunningham', 'Dean Lennox Kelly', 'Daniel Mays', 'Emmanuel Idowu', 'Eddie Marsan', 'Steven Mackintosh', 'Julie Christie', 'Reg Wilson', 'Leonor Watling', 'Daphne Brown', 'Muriel Hobson']","$5,000,000 ","$20,023 ",2.81 ,5.10 
tt0163983,Bless the Child,4.8,['Chuck Russell'],"['Cathy Cash Spellman', 'Thomas Rickman']","['Kim Basinger', 'Jimmy Smits', 'Holliston Coleman', 'Rufus Sewell', 'Angela Bettis', 'Christina Ricci', 'Michael Gaston', 'Lumi Cavazos', 'Dimitra Arliss', 'Eugene Lipinski', 'Anne Betancourt', 'Ian Holm', 'Helen Stenborg', 'Matthew Lemche', 'Dan Warry-Smith']","$40,000,000 ","$29,374,178 ",5.41 ,5.11 
tt0346491,Alexander,5.4,['Oliver Stone'],"['Oliver Stone', 'Christopher Kyle', 'and 1 more credit']","['Colin Farrell', 'Angelina Jolie', 'Val Kilmer', 'Anthony Hopkins', 'Jared Leto', 'Rosario Dawson', 'Jonathan Rhys Meyers', 'Rory McCann', 'Gary Stretch', 'Ian Beattie', 'Neil Jackson', 'Raz Degan', 'Christopher Plummer', 'John Kavanagh', 'Annelise Hesme']","$155,000,000 ","$34,293,771 ",4.81 ,5.11 
tt0108162,Sliver,4.7,['Phillip Noyce'],"['Ira Levin', 'Joe Eszterhas']","['Sharon Stone', 'William Baldwin', 'Tom Berenger', 'Polly Walker', 'Colleen Camp', 'Amanda Foreman', 'Martin Landau', 'CCH Pounder', 'Nina Foch', 'Keene Curtis', 'Nicholas Pryor', 'Anne Betancourt', 'Tony Peck', 'Frantz Turner', 'Melvyn Kinder']","$40,000,000 ","$36,300,000 ",5.52 ,5.11 
tt0106557,Children of the Corn II: The Final Sacrifice,3.8,['David Price'],"['Stephen King', 'A L Katz', 'and 1 more credit']","['Terence Knox', 'Paul Scherrer', 'Ryan Bollman', 'Christie Clark', 'Rosalind Allen', 'Ned Romero', 'Ed Grady', 'John Bennes', 'Wallace Merck', 'Joe Inscoe', 'Kellie Bennett', 'Robert C. Treveiler', 'Leon Pridgen', 'Marty Terry', 'Ted Travelstead']","$900,000 ","$4,983,565 ",6.42 ,5.11 
tt0116606,If Lucy Fell,4.7,['Eric Schaeffer'],"['Eric Schaeffer', 'Tony Spiridakis', 'and 1 more credit']","['Sarah Jessica Parker', 'Eric Schaeffer', 'Ben Stiller', 'Elle Macpherson', 'James Rebhorn', 'Robert John Burke', 'David Thornton', 'Bill Sage', 'Dominic Chianese', 'Scarlett Johansson', 'Michael Storms', 'Jason Myers', 'Emily Hart', 'Paul Greco', 'Mujibur Rahman']","$5,000,000 ","$4,635,344 ",5.53 ,5.11 
tt0462485,Poultrygeist: Night of the Chicken Dead,6.2,['Lloyd Kaufman'],"['Daniel Bova', 'Gabriel Friedman', 'and 1 more credit']","['Jason Yachanin', 'Kate Graham', 'Allyson Sereboff', 'Robin L. Watkins', 'Joshua Olatunde', 'Caleb Emerson', 'Rose Ghavami', 'Khalid Rivera', 'Joe Fleishaker', 'Lloyd Kaufman', 'Ron Jeremy', 'Faith Sheehan', 'John Karyus', 'Tessa Lew', 'Brian Cheverie']","$500,000 ","$23,000 ",4.03 ,5.11 
tt0425055,Game 6,5.8,['Michael Hoffman'],['Don DeLillo'],"['Michael Keaton', 'Robert Downey Jr.', 'Ari Graynor', 'Bebe Neuwirth', 'Griffin Dunne', 'Shalom Harlow', 'Nadia Dajani', 'Harris Yulin', 'Roger Rees', 'Tom Aldredge', 'Lillias White', 'Amir Ali Said', ""Catherine O'Hara"", 'Rock Kohli', 'John Tormey']","$1,000,000 ","$103,626 ",4.43 ,5.12 
tt0368578,Are We There Yet?,4.2,['Brian Levant'],"['Steven Gary Banks', 'Claudia Grazioso']","['Ice Cube', 'Nia Long', 'Aleisha Allen', 'Philip Bolden', 'Jay Mohr', 'M.C. Gainey', 'Tracy Morgan', 'Henry Simmons', 'Ray Galletti', 'Viv Leacock', 'Casey Dubois', 'J.B. McEown', 'Kenyan Lewis', 'Daniel Cudmore', 'Timothy Paul Perez']","$32,000,000 ","$82,301,521 ",6.04 ,5.12 
tt1142433,Post Grad,5.1,['Vicky Jenson'],['Kelly Fremon'],"['Alexis Bledel', 'Zach Gilford', 'Michael Keaton', 'Jane Lynch', 'Bobby Coleman', 'Carol Burnett', 'Rodrigo Santoro', 'Catherine Reitman', 'Mary Anne McGarry', 'J.K. Simmons', 'Robert Arce', 'Jeanie Hackett', 'Oscar Dillon', 'Vanessa Branch', 'Shirley Jordan']","$15,000,000 ","$6,373,693 ",5.14 ,5.12 
tt0338216,Lucky You,5.8,['Curtis Hanson'],"['Eric Roth', 'Curtis Hanson', 'and 1 more credit']","['Phyllis Somerville', 'Eric Bana', 'Horatio Sanz', 'Drew Barrymore', 'Joey Kern', 'Debra Messing', 'Delaine Yates', 'Mykel Shannon Jenkins', 'Robert Duvall', 'Charles Martin Smith', 'Robert Downey Jr.', 'Saverio Guerra', 'Danny Hoch', 'Kenny Cau', 'Kelvin Han Yee']","$55,000,000 ","$5,755,286 ",4.44 ,5.12 
tt0264150,View from the Top,5,['Bruno Barreto'],['Eric Wald'],"['Gwyneth Paltrow', 'Christina Applegate', 'Mark Ruffalo', 'Candice Bergen', 'Joshua Malina', 'Kelly Preston', 'Rob Lowe', 'Mike Myers', 'Marc Blucas', 'Stacey Dash', 'Jon Polito', 'Concetta Tomei', 'Robyn Peterson', 'Nadia Dajani', 'John Francis Daley']","$30,000,000 ","$15,589,458 ",5.24 ,5.12 
tt0196857,Play It to the Bone,5.2,['Ron Shelton'],['Ron Shelton'],"['Antonio Banderas', 'Woody Harrelson', 'Lolita Davidovich', 'Tom Sizemore', 'Lucy Liu', 'Robert Wagner', 'Richard Masur', 'Willie Garson', 'Cylk Cozart', 'Jack Carter', 'Aida Turturro', 'Louie Leonardo', 'Slade Barnett', 'Cameron Milzer', 'Julio Garca']","$24,000,000 ","$8,427,204 ",5.04 ,5.12 
tt0250310,Corky Romano,4.3,['Rob Pritts'],"['David Garrett', 'Jason Ward']","['Chris Kattan', 'Vinessa Shaw', 'Peter Falk', 'Peter Berg', 'Chris Penn', 'Fred Ward', 'Richard Roundtree', 'Matthew Glave', 'Roger Fan', 'Dave Sheridan', 'Michael Massee', 'Vincent Pastore', 'Fiona Hale', 'Kip King', 'Al Eben']","$11,000,000 ","$23,978,402 ",5.95 ,5.13 
tt1235189,Wild Target,6.8,['Jonathan Lynn'],"['Lucinda Coxon', 'Pierre Salvadori']","['Bill Nighy', 'Emily Blunt', 'Rupert Grint', 'Rupert Everett', 'Eileen Atkins', 'Martin Freeman', 'Gregor Fisher', 'Geoff Bell', 'Rory Kinnear', 'Duncan Duff', 'Graham Seed', ""James O'Donnell"", 'George Rainsford', 'Alexis Rodney', 'Sia Berkeley']","$8,000,000 ","$117,190 ",3.46 ,5.13 
tt1251757,Middle Men,6.4,['George Gallo'],"['George Gallo', 'Andy Weiss']","['Luke Wilson', 'Giovanni Ribisi', 'Gabriel Macht', 'James Caan', 'Jacinda Barrett', 'Kevin Pollak', 'Laura Ramsey', 'Rade Serbedzija', 'Terry Crews', 'Kelsey Grammer', 'Graham McTavish', 'Robert Forster', 'John Ashton', 'Jason Antoon', 'Martin Kove']","$22,000,000 ","$723,714 ",3.86 ,5.13 
tt0231402,Crocodile Dundee in Los Angeles,4.6,['Simon Wincer'],"['Paul Hogan', 'Matthew Berry', 'and 1 more credit']","['Paul Hogan', 'Linda Kozlowski', 'Jere Burns', 'Jonathan Banks', 'Alec Wilson', 'Gerry Skilton', 'Steve Rackman', 'Serge Cockburn', 'Aida Turturro', 'Paul Rodriguez', 'Kaitlin Hopkins', 'David Clendenning', 'Duke Bannister', 'Betty Bobbitt', 'Karen Crone']","$21,150,000 ","$25,590,119 ",5.66 ,5.13 
tt0924129,Crossing Over,6.7,['Wayne Kramer'],['Wayne Kramer'],"['Harrison Ford', 'Ray Liotta', 'Ashley Judd', 'Jim Sturgess', 'Cliff Curtis', 'Alice Braga', 'Alice Eve', 'Summer Bishil', 'Jacqueline Obradors', 'Justin Chon', 'Melody Zara', 'Merik Tadros', 'Marshall Manesh', 'Nina Nayebi', 'Naila Azad']","$25,000,000 ","$454,149 ",3.56 ,5.13 
tt1663143,Fun Size,4.9,['Josh Schwartz'],['Max Werner'],"['Victoria Justice', 'Jackson Nicoll', 'Chelsea Handler', 'Josh Pence', 'Jane Levy', 'Thomas Mann', 'Thomas McDonell', 'Carrie Clifford', 'Barry Livingston', 'Ele Bardha', 'Osric Chau', 'Zamani Munashe', 'Bobby Thomas', 'James Pumphrey', 'Thomas Middleditch']","$14,000,000 ","$9,402,410 ",5.37 ,5.13 
tt0342735,Manderlay,7.3,['Lars von Trier'],['Lars von Trier'],"['Bryce Dallas Howard', 'Isaach De Bankol', 'Danny Glover', 'Willem Dafoe', 'Michal Abiteboul', 'Lauren Bacall', 'Jean-Marc Barr', 'Geoffrey Bateman', 'Virgile Bramly', 'Ruben Brinkman', 'Doa Croll', 'Jeremy Davies', 'Llewella Gideon', 'Mona Hammond', 'Ginny Holder']","$14,200,000 ","$78,378 ",2.97 ,5.13 
tt0106307,Arizona Dream,7.3,['Emir Kusturica'],"['David Atkins', 'Emir Kusturica', 'and 1 more credit']","['Johnny Depp', 'Jerry Lewis', 'Faye Dunaway', 'Lili Taylor', 'Vincent Gallo', 'Paulina Porizkova', 'Michael J. Pollard', 'Candyce Mason', 'Alexia Rane', 'Polly Noonan', 'Ann Schulman', 'James R. Wilson', 'Erik Polczwartek', 'Kim Keo', ""Patricia O'Grady""]","$19,000,000 ","$106,658 ",2.98 ,5.14 
tt0399327,The Man,5.4,['Les Mayfield'],"['Jim Piddock', 'Margaret Oberman']","['Samuel L. Jackson', 'Eugene Levy', 'Miguel Ferrer', 'Luke Goss', 'Susie Essman', 'Anthony Mackie', 'Gigi Rice', 'Rachael Crawford', 'Philip Akin', 'Christopher Murray', 'Joel S. Keller', 'John Hemphill', 'Kathryn Greenwood', 'Carrie Cain-Sparks', 'George Ghali']","$33,000,000 ","$8,326,035 ",4.88 ,5.14 
